ID;Data;Localizacao;Tipo de plantio;Preco por tonelada (Dolares/tonelada);Rendimento (kilogramas por hectare);Producao (toneladas);Area plantada (hectares);Valor total da safra (Dolares)
2662;1929;PP;Trigo, tudo;38;775;7602000;9792000;287671
2663;1929;PEI;Cevada;46;1335;3200;2400;148
2664;1929;PEI;Trigo sarraceno;49;1200;1500;1250;73
2665;1929;PEI;Milho para silagem;0.5;2000;5000;250;25
2666;1929;PEI;Graos mistos;37;1635;18500;11300;680
2667;1929;PEI;Aveia;42;1235;85200;68850;3591
2668;1929;PEI;Ervilhas;80;1000;100;100;8
2669;1929;PEI;Feno domestico;1.36;3070;319000;104000;4326
2670;1929;PEI;Trigo, tudo;58;1125;12300;10950;719
2671;1929;QU;Cevada;49;1230;76500;62300;3758
2672;1929;QU;Feijao;136;1155;7800;6750;1058
2673;1929;QU;Trigo sarraceno;48;1180;76100;64600;3635
2674;1929;QU;Milho para grao;55;1430;18600;13000;1019
2675;1929;QU;Milho para silagem;0.54;22560;803000;35600;4301
2676;1929;QU;Linhaca;102;750;900;1200;92
2677;1929;QU;Graos mistos;47;1335;72500;54400;3374
2678;1929;QU;Aveia;49;990;732200;739000;36081
2679;1929;QU;Ervilhas;109;1040;14650;14100;1590
2680;1929;QU;Centeiro, todos;58;980;4400;4500;255
2681;1929;QU;Feno domestico;1.25;3290;5762000;1753000;71797
2682;1929;QU;Trigo, tudo;60;1150;27100;23600;1622
2683;1929;SK;Cevada;23;745;670000;902000;15685
2684;1929;SK;Feijao;105;665;200;300;21
2685;1929;SK;Milho para silagem;1.12;244;10000;4100;112
2686;1929;SK;Linhaca;93;305;37100;121000;3465
2687;1929;SK;Graos mistos;27;770;7000;9100;186
2688;1929;SK;Aveia;32;615;1063000;1722000;34472
2689;1929;SK;Ervilhas;85;665;400;600;34
2690;1929;SK;Centeiro, todos;32;810;211000;260000;6806
2691;1929;SK;Centeio, restante do outono;32;880;161000;0;5191
2692;1929;SK;Centeio, primavera;32;650;50000;77000;1615
2693;1929;SK;Feno domestico;1.27;2470;469000;190000;5965
2694;1929;SK;Trigo, tudo;38;750;4370000;5846000;165382
2695;1930;AB;Cevada;6;1365;414000;303000;2660
2696;1930;AB;Feijao;50;1000;100;100;5
2697;1930;AB;Milho para silagem;0.79;8280;24000;2900;189
2698;1930;AB;Linhaca;37;775;8500;11000;318
2699;1930;AB;Graos mistos;8;1585;11400;7200;95
2700;1930;AB;Aveia;10;1370;1202000;876000;11691
2701;1930;AB;Ervilhas;42;1100;550;500;23
2702;1930;AB;Centeiro, todos;6;940;93900;100000;557
2703;1930;AB;Centeio, restante do outono;6;910;50000;0;298
2704;1930;AB;Centeio, primavera;6;975;43900;45000;259
2705;1930;AB;Beterraba Sacarina;0.72;21000;115300;5500;829
2706;1930;AB;Feno domestico;1.04;3330;533000;160000;5563
2707;1930;AB;Trigo, tudo;17;1380;4001000;2899000;66150
2708;1930;BC;Cevada;29;1600;6400;4000;186
2709;1930;BC;Feijao;64;1500;450;300;29
2710;1930;BC;Milho para silagem;0.77;24170;58000;2400;448
2711;1930;BC;Linhaca;40;1000;100;100;4
2712;1930;BC;Graos mistos;26;1800;3600;2000;93
2713;1930;BC;Aveia;29;1760;64700;36800;1888
2714;1930;BC;Ervilhas;51;1815;2900;1600;148
2715;1930;BC;Centeiro, todos;29;1070;3000;2800;86
2716;1930;BC;Feno domestico;1.95;4320;376000;87000;7325
2717;1930;BC;Trigo, tudo;31;1455;36000;24700;1126
2718;1930;CA;Cevada;9;1310;2942850;2250200;27254
2719;1930;CA;Feijao;83;980;39150;39850;3261
2720;1930;CA;Trigo sarraceno;30;1195;237400;198500;7124
2721;1930;CA;Milho para grao;34;2255;148200;65700;5054
2722;1930;CA;Milho para silagem;0.54;18290;3152000;172300;17142
2723;1930;CA;Linhaca;37;550;128800;234350;4741
2724;1930;CA;Graos mistos;20;1860;903850;486200;18435
2725;1930;CA;Aveia;16;1215;6526500;5365350;102919
2726;1930;CA;Ervilhas;54;1240;64550;52150;3487
2727;1930;CA;Centeiro, todos;8;950;558500;586700;4402
2728;1930;CA;Centeio, restante do outono;8;940;424900;0;3512
2729;1930;CA;Centeio, primavera;7;990;133600;135100;890
2730;1930;CA;Beterraba Sacarina;0.76;20300;423700;20900;3209
2731;1930;CA;Feno domestico;1.11;3560;16363000;4600000;180999
2732;1930;CA;Trigo, tudo;18;1135;11449000;10076650;204693
2733;1930;MA;Cevada;8;1350;1088000;806000;8496
2734;1930;MA;Trigo sarraceno;33;790;950;1200;31
2735;1930;MA;Milho para silagem;0.77;11930;68000;5700;525
2736;1930;MA;Linhaca;41;410;18500;45000;764
2737;1930;MA;Graos mistos;11;1205;7100;5900;80
2738;1930;MA;Aveia;14;1215;780000;643000;10618
2739;1930;MA;Ervilhas;38;1200;600;500;23
2740;1930;MA;Centeiro, todos;9;1130;52100;46100;472
2741;1930;MA;Centeio, restante do outono;9;1145;39000;0;353
2742;1930;MA;Centeio, primavera;9;1085;13100;12100;119
2743;1930;MA;Feno domestico;0.81;4090;737000;180000;5956
2744;1930;MA;Trigo, tudo;20;1185;1187000;1000000;23980
2745;1930;MP;Cevada;30;1565;17050;10900;503
2746;1930;MP;Graos mistos;21;1865;29650;15900;627
2747;1930;MP;Aveia;26;1250;259500;207550;6853
2748;1930;MP;Feno domestico;1.23;3350;1841000;549000;22612
2749;1930;MP;Trigo, tudo;34;1240;21100;17050;727
2750;1930;NB;Cevada;27;1610;7000;4350;192
2751;1930;NB;Feijao;110;1335;1000;750;110
2752;1930;NB;Trigo sarraceno;30;1540;28150;18300;840
2753;1930;NB;Milho para silagem;0.66;24670;37000;1500;244
2754;1930;NB;Graos mistos;29;1970;3150;1600;92
2755;1930;NB;Aveia;26;1240;111750;90250;2898
2756;1930;NB;Ervilhas;76;1400;1050;750;80
2757;1930;NB;Centeiro, todos;35;1000;200;200;7
2758;1930;NB;Feno domestico;1.24;3340;742000;222000;9203
2759;1930;NB;Trigo, tudo;37;1265;5050;4000;186
2760;1930;NS;Cevada;32;1550;6750;4350;217
2761;1930;NS;Feijao;113;1285;1350;1050;152
2762;1930;NS;Trigo sarraceno;37;1275;3950;3100;146
2763;1930;NS;Milho para silagem;0.76;24000;12000;500;91
2764;1930;NS;Graos mistos;32;1685;3200;1900;101
2765;1930;NS;Aveia;36;1280;59650;46600;2127
2766;1930;NS;Ervilhas;75;1335;400;300;30
2767;1930;NS;Centeiro, todos;40;1000;100;100;4
2768;1930;NS;Feno domestico;1.27;3560;779000;219000;9879
2769;1930;NS;Trigo, tudo;36;1215;2850;2350;104
2770;1930;ON;Cevada;18;1845;455300;246900;8155
2771;1930;ON;Feijao;77;895;24600;27500;1901
2772;1930;ON;Trigo sarraceno;28;1110;123600;111300;3406
2773;1930;ON;Milho para grao;33;2470;131000;53000;4377
2774;1930;ON;Milho para silagem;0.5;18860;2376000;126000;11786
2775;1930;ON;Linhaca;57;620;1300;2100;74
2776;1930;ON;Graos mistos;20;1975;765700;387700;15005
2777;1930;ON;Aveia;19;1505;1503400;999200;29245
2778;1930;ON;Ervilhas;46;1330;43050;32350;1976
2779;1930;ON;Centeiro, todos;22;1110;23800;21400;515
2780;1930;ON;Beterraba Sacarina;0.77;20000;308400;15400;2380
2781;1930;ON;Feno domestico;1.16;3770;6054000;1607000;70514
2782;1930;ON;Trigo, tudo;26;1750;550300;314100;14563
2783;1930;ON;Trigo, primavera;26;1480;59300;40100;1569
2784;1930;ON;Trigo, inverno restante;26;1790;491000;0;12994
2785;1930;PP;Cevada;7;1240;2384000;1925000;16019
2786;1930;PP;Milho para silagem;0.78;9150;118000;12900;917
2787;1930;PP;Linhaca;36;550;126100;230000;4553
2788;1930;PP;Graos mistos;10;1265;28300;22400;271
2789;1930;PP;Aveia;10;1170;3918000;3353000;41135
2790;1930;PP;Ervilhas;41;1155;1850;1600;75
2791;1930;PP;Centeiro, todos;7;945;523600;555100;3557
2792;1930;PP;Beterraba Sacarina;0.72;21000;115300;5500;829
2793;1930;PP;Feno domestico;0.91;3620;1921000;530000;17525
2794;1930;PP;Trigo, tudo;17;1115;10813000;9697000;187279
2795;1930;PEI;Cevada;28;1500;3300;2200;94
2796;1930;PEI;Trigo sarraceno;29;1455;1600;1100;47
2797;1930;PEI;Milho para silagem;0.8;2333;7000;300;56
2798;1930;PEI;Graos mistos;19;1880;23300;12400;434
2799;1930;PEI;Aveia;21;1245;88100;70700;1828
2800;1930;PEI;Ervilhas;67;1500;150;100;10
2801;1930;PEI;Feno domestico;1.1;2960;320000;108000;3530
2802;1930;PEI;Trigo, tudo;33;1235;13200;10700;437
2803;1930;QU;Cevada;30;1265;80100;63400;2391
2804;1930;QU;Feijao;92;1160;11300;9750;1040
2805;1930;QU;Trigo sarraceno;34;1245;79150;63500;2654
2806;1930;QU;Milho para grao;39;1355;17200;12700;677
2807;1930;QU;Milho para silagem;0.66;18950;544000;28700;3600
2808;1930;QU;Linhaca;85;605;1300;2150;110
2809;1930;QU;Graos mistos;32;1315;76600;58200;2439
2810;1930;QU;Aveia;30;1015;780900;768800;23798
2811;1930;QU;Ervilhas;77;980;15150;15450;1168
2812;1930;QU;Centeiro, todos;30;1100;7800;7100;232
2813;1930;QU;Feno domestico;1.02;3380;6171000;1827000;63023
2814;1930;QU;Trigo, tudo;35;1200;28600;23800;998
2815;1930;SK;Cevada;6;1080;882000;816000;4863
2816;1930;SK;Feijao;69;875;350;400;24
2817;1930;SK;Milho para silagem;0.78;605;26000;4300;203
2818;1930;SK;Linhaca;35;570;99100;174000;3471
2819;1930;SK;Graos mistos;10;1055;9800;9300;96
2820;1930;SK;Aveia;10;1055;1936000;1834000;18826
2821;1930;SK;Ervilhas;41;1165;700;600;29
2822;1930;SK;Centeiro, todos;7;925;377600;409000;2528
2823;1930;SK;Centeio, restante do outono;7;910;301000;0;2016
2824;1930;SK;Centeio, primavera;7;980;76600;78000;512
2825;1930;SK;Feno domestico;0.92;3430;651000;190000;6006
2826;1930;SK;Trigo, tudo;17;970;5625000;5798000;97149
2827;1931;AB;Cevada;10;1575;453000;288000;4368
2828;1931;AB;Feijao;47;750;150;200;7
2829;1931;AB;Milho para silagem;0.43;9230;12000;1300;52
2830;1931;AB;Linhaca;28;425;5100;12000;144
2831;1931;AB;Graos mistos;9;1835;12100;6600;113
2832;1931;AB;Aveia;12;1400;1396000;998000;16290
2833;1931;AB;Ervilhas;60;750;150;200;9
2834;1931;AB;Centeiro, todos;9;435;27400;63000;242
2835;1931;AB;Centeio, restante do outono;9;395;15000;0;134
2836;1931;AB;Centeio, primavera;9;495;12400;25000;108
2837;1931;AB;Beterraba Sacarina;0.71;19900;95500;4800;679
2838;1931;AB;Feno domestico;0.89;3920;470000;120000;4195
2839;1931;AB;Trigo, tudo;13;1190;3827000;3214000;50617
2840;1931;BC;Cevada;23;1790;6800;3800;156
2841;1931;BC;Feijao;60;1335;400;300;24
2842;1931;BC;Milho para silagem;0.67;22500;36000;1600;240
2843;1931;BC;Linhaca;30;1000;100;100;3
2844;1931;BC;Graos mistos;21;2110;1900;900;39
2845;1931;BC;Aveia;25;1930;68000;35200;1676
2846;1931;BC;Ervilhas;51;1680;1850;1100;95
2847;1931;BC;Centeiro, todos;21;1315;2100;1600;45
2848;1931;BC;Feno domestico;1.48;4910;383000;78000;5674
2849;1931;BC;Trigo, tudo;24;1625;43000;26500;1043
2850;1931;CA;Cevada;12;955;1466800;1534500;17465
2851;1931;CA;Feijao;26;1035;35600;34400;941
2852;1931;CA;Trigo sarraceno;23;1110;150600;135850;3454
2853;1931;CA;Milho para grao;16;2580;138600;53700;2274
2854;1931;CA;Milho para silagem;0.44;19230;2616000;136050;11416
2855;1931;CA;Linhaca;31;240;62650;261850;1944
2856;1931;CA;Graos mistos;18;1665;804700;483950;14453
2857;1931;CA;Aveia;15;975;5062650;5194850;77970
2858;1931;CA;Ervilhas;31;1135;37250;32800;1160
2859;1931;CA;Centeiro, todos;11;415;134200;323900;1476
2860;1931;CA;Centeio, restante do outono;12;405;101700;0;1184
2861;1931;CA;Centeio, primavera;9;450;32500;72100;292
2862;1931;CA;Beterraba Sacarina;0.67;22600;395500;17500;2663
2863;1931;CA;Feno domestico;0.86;3690;14450000;3919000;124491
2864;1931;CA;Trigo, tudo;14;820;8745350;10664900;123550
2865;1931;MA;Cevada;10;735;335000;457000;3234
2866;1931;MA;Trigo sarraceno;25;855;1200;1400;30
2867;1931;MA;Milho para silagem;0.5;8330;25000;3000;126
2868;1931;MA;Linhaca;32;215;8900;41000;284
2869;1931;MA;Graos mistos;10;1000;4700;4700;49
2870;1931;MA;Aveia;12;640;393000;614000;4845
2871;1931;MA;Ervilhas;37;1750;350;200;13
2872;1931;MA;Centeiro, todos;10;825;16600;20100;158
2873;1931;MA;Centeio, restante do outono;10;855;12000;0;115
2874;1931;MA;Centeio, primavera;9;755;4600;6100;43
2875;1931;MA;Feno domestico;0.87;3270;392000;120000;3391
2876;1931;MA;Trigo, tudo;15;720;765000;1059000;11526
2877;1931;MP;Cevada;26;1485;12900;8700;333
2878;1931;MP;Graos mistos;18;1700;18300;10750;322
2879;1931;MP;Aveia;24;1215;222450;182950;5398
2880;1931;MP;Feno domestico;0.94;3210;1620000;505000;15227
2881;1931;MP;Trigo, tudo;31;1130;14150;12500;445
2882;1931;NB;Cevada;24;1530;6200;4050;151
2883;1931;NB;Feijao;73;1335;400;300;29
2884;1931;NB;Trigo sarraceno;28;900;15550;17300;429
2885;1931;NB;Milho para silagem;0.48;26670;4000;150;19
2886;1931;NB;Graos mistos;19;1535;1150;750;22
2887;1931;NB;Aveia;25;1175;103600;88200;2553
2888;1931;NB;Feno domestico;0.77;2870;689000;240000;5320
2889;1931;NB;Trigo, tudo;32;1185;3850;3250;122
2890;1931;NS;Cevada;29;1525;4800;3150;139
2891;1931;NS;Trigo sarraceno;36;1120;1900;1700;69
2892;1931;NS;Milho para silagem;0.62;25000;5000;200;31
2893;1931;NS;Graos mistos;25;1655;2650;1600;65
2894;1931;NS;Aveia;32;1295;44800;34550;1453
2895;1931;NS;Centeiro, todos;0;0;0;0;0
2896;1931;NS;Feno domestico;1.1;3540;602000;170000;6640
2897;1931;NS;Trigo, tudo;33;1175;1350;1150;44
2898;1931;ON;Cevada;17;1615;293800;181800;4992
2899;1931;ON;Feijao;21;1005;31400;31200;668
2900;1931;ON;Trigo sarraceno;19;1045;79500;75900;1533
2901;1931;ON;Milho para grao;16;2625;134000;51000;2106
2902;1931;ON;Milho para silagem;0.44;19080;2099000;110000;9256
2903;1931;ON;Linhaca;41;865;1950;2250;80
2904;1931;ON;Graos mistos;18;1730;708000;409600;12487
2905;1931;ON;Aveia;16;1265;1210900;955900;19630
2906;1931;ON;Ervilhas;23;1125;27200;24200;629
2907;1931;ON;Centeiro, todos;16;1110;25400;22900;419
2908;1931;ON;Beterraba Sacarina;0.66;23600;300000;12700;1984
2909;1931;ON;Feno domestico;0.94;3820;5742000;1502000;53945
2910;1931;ON;Trigo, tudo;19;1835;469500;256000;8968
2911;1931;ON;Trigo, primavera;19;1390;55500;40000;1061
2912;1931;ON;Trigo, inverno restante;19;1915;414000;0;7907
2913;1931;PP;Cevada;10;845;1100000;1301000;10613
2914;1931;PP;Milho para silagem;0.49;7260;45000;6200;220
2915;1931;PP;Linhaca;30;230;60200;259000;1829
2916;1931;PP;Graos mistos;10;1175;21700;18500;208
2917;1931;PP;Aveia;12;845;2833000;3350000;33321
2918;1931;PP;Ervilhas;44;1100;550;500;24
2919;1931;PP;Centeiro, todos;9;350;104500;297100;952
2920;1931;PP;Beterraba Sacarina;0.71;19900;95500;4800;679
2921;1931;PP;Feno domestico;0.86;3400;1053000;310000;9094
2922;1931;PP;Trigo, tudo;14;790;8197000;10354000;112480
2923;1931;PEI;Cevada;23;1265;1900;1500;43
2924;1931;PEI;Trigo sarraceno;23;1465;1100;750;25
2925;1931;PEI;Milho para silagem;0.4;2000;2000;100;8
2926;1931;PEI;Graos mistos;16;1725;14500;8400;235
2927;1931;PEI;Aveia;19;1230;74050;60200;1392
2928;1931;PEI;Feno domestico;0.99;3460;329000;95000;3267
2929;1931;PEI;Trigo, tudo;31;1105;8950;8100;279
2930;1931;QU;Cevada;26;1360;53300;39200;1371
2931;1931;QU;Feijao;67;1360;3200;2350;213
2932;1931;QU;Trigo sarraceno;27;1325;51350;38800;1368
2933;1931;QU;Milho para grao;37;1705;4600;2700;168
2934;1931;QU;Milho para silagem;0.39;23880;425000;17800;1642
2935;1931;QU;Linhaca;80;800;400;500;32
2936;1931;QU;Graos mistos;25;1240;54800;44200;1397
2937;1931;QU;Aveia;25;1085;728300;670800;17945
2938;1931;QU;Ervilhas;54;1095;7650;7000;412
2939;1931;QU;Centeiro, todos;27;955;2200;2300;60
2940;1931;QU;Feno domestico;0.72;3710;5652000;1524000;40551
2941;1931;QU;Trigo, tudo;28;1365;21700;15900;614
2942;1931;SK;Cevada;10;560;312000;556000;3011
2943;1931;SK;Feijao;20;1000;50;50;1
2944;1931;SK;Milho para silagem;0.53;421;8000;1900;42
2945;1931;SK;Linhaca;30;225;46200;206000;1401
2946;1931;SK;Graos mistos;9;680;4900;7200;46
2947;1931;SK;Aveia;12;600;1044000;1738000;12186
2948;1931;SK;Ervilhas;40;500;50;100;2
2949;1931;SK;Centeiro, todos;9;285;60500;214000;552
2950;1931;SK;Centeio, restante do outono;9;260;45000;0;411
2951;1931;SK;Centeio, primavera;9;380;15500;41000;141
2952;1931;SK;Feno domestico;0.79;2730;191000;70000;1508
2953;1931;SK;Trigo, tudo;14;595;3605000;6081000;50337
2954;1932;AB;Cevada;7;1510;429000;284000;3152
2955;1932;AB;Feijao;27;750;150;200;4
2956;1932;AB;Milho para silagem;0.38;13330;24000;1800;91
2957;1932;AB;Linhaca;23;565;5100;9000;118
2958;1932;AB;Graos mistos;7;1460;14900;10200;102
2959;1932;AB;Aveia;8;1430;1565000;1095000;13195
2960;1932;AB;Ervilhas;27;750;150;200;4
2961;1932;AB;Centeiro, todos;11;515;38200;74000;426
2962;1932;AB;Centeio, restante do outono;11;550;27000;0;303
2963;1932;AB;Centeio, primavera;11;450;11200;25000;123
2964;1932;AB;Beterraba Sacarina;0.64;24400;136700;5600;879
2965;1932;AB;Feno domestico;0.76;3740;449000;120000;3426
2966;1932;AB;Trigo, tudo;12;1370;4555000;3319000;53554
2967;1932;BC;Cevada;19;1660;6300;3800;118
2968;1932;BC;Feijao;47;1835;550;300;26
2969;1932;BC;Milho para silagem;0.66;28240;48000;1700;318
2970;1932;BC;Linhaca;20;1000;100;100;2
2971;1932;BC;Graos mistos;19;2040;2450;1200;46
2972;1932;BC;Aveia;22;1860;68200;36700;1503
2973;1932;BC;Ervilhas;46;1845;2400;1300;110
2974;1932;BC;Centeiro, todos;17;1250;2000;1600;34
2975;1932;BC;Feno domestico;1.36;4930;375000;76000;5093
2976;1932;BC;Trigo, tudo;22;1545;38300;24800;845
2977;1932;CA;Cevada;11;1155;1758550;1521250;18855
2978;1932;CA;Feijao;20;1150;31050;26950;629
2979;1932;CA;Trigo sarraceno;20;1230;183400;149050;3585
2980;1932;CA;Milho para grao;18;2415;128000;53000;2276
2981;1932;CA;Milho para silagem;0.3;17580;2594000;147550;7868
2982;1932;CA;Linhaca;24;370;69100;186200;1682
2983;1932;CA;Graos mistos;16;1665;796800;479100;13063
2984;1932;CA;Aveia;13;1135;6038050;5320750;75988
2985;1932;CA;Ervilhas;31;1200;41300;34400;1288
2986;1932;CA;Centeiro, todos;10;690;215000;312600;2284
2987;1932;CA;Centeio, restante do outono;11;705;177500;0;1918
2988;1932;CA;Centeio, primavera;10;625;37500;60200;366
2989;1932;CA;Beterraba Sacarina;0.68;25300;458700;18100;3097
2990;1932;CA;Feno domestico;0.8;3620;13901000;3837000;111785
2991;1932;CA;Trigo, tudo;13;1095;12058550;11000650;154760
2992;1932;MA;Cevada;9;960;436000;455000;4003
2993;1932;MA;Trigo sarraceno;21;805;1850;2300;38
2994;1932;MA;Milho para silagem;0.41;9630;52000;5400;214
2995;1932;MA;Linhaca;26;305;6100;20000;161
2996;1932;MA;Graos mistos;9;1115;7700;6900;71
2997;1932;MA;Aveia;9;960;568000;592000;5156
2998;1932;MA;Ervilhas;23;940;750;800;17
2999;1932;MA;Centeiro, todos;8;905;14700;16200;112
3000;1932;MA;Centeio, restante do outono;8;915;11000;0;83
3001;1932;MA;Centeio, primavera;8;880;3700;4200;29
3002;1932;MA;Feno domestico;0.62;3390;644000;190000;3987
3003;1932;MA;Trigo, tudo;14;1115;1199000;1073000;16736
3004;1932;MP;Cevada;24;1495;14450;9650;346
3005;1932;MP;Graos mistos;18;1725;22950;13300;424
3006;1932;MP;Aveia;21;1255;229350;182550;4924
3007;1932;MP;Feno domestico;0.8;3620;1740000;481000;13937
3008;1932;MP;Trigo, tudo;29;1250;19150;15350;552
3009;1932;NB;Cevada;24;1495;7250;4850;176
3010;1932;NB;Feijao;46;1250;500;400;23
3011;1932;NB;Trigo sarraceno;25;1105;18800;17050;475
3012;1932;NB;Milho para silagem;0.33;12000;3000;250;10
3013;1932;NB;Graos mistos;21;1515;2650;1750;56
3014;1932;NB;Aveia;21;1195;104500;87600;2236
3015;1932;NB;Feno domestico;0.82;3520;799000;227000;6519
3016;1932;NB;Trigo, tudo;32;1200;5450;4550;176
3017;1932;NS;Cevada;26;1565;5000;3200;128
3018;1932;NS;Trigo sarraceno;31;1305;2150;1650;67
3019;1932;NS;Milho para silagem;0.33;20000;4000;200;13
3020;1932;NS;Graos mistos;25;1795;3500;1950;89
3021;1932;NS;Aveia;27;1350;46450;34450;1265
3022;1932;NS;Centeiro, todos;0;0;0;0;0
3023;1932;NS;Feno domestico;0.77;4030;653000;162000;5040
3024;1932;NS;Trigo, tudo;27;1445;1950;1350;53
3025;1932;ON;Cevada;17;1625;299800;184500;5233
3026;1932;ON;Feijao;18;1145;28800;25100;519
3027;1932;ON;Trigo sarraceno;17;1230;98200;79700;1624
3028;1932;ON;Milho para grao;18;2415;128000;53000;2276
3029;1932;ON;Milho para silagem;0.29;17360;1996000;115000;5830
3030;1932;ON;Linhaca;36;610;1550;2550;56
3031;1932;ON;Graos mistos;16;1705;680300;399000;10998
3032;1932;ON;Aveia;16;1230;1164600;946200;18879
3033;1932;ON;Ervilhas;24;1210;29150;24100;696
3034;1932;ON;Centeiro, todos;15;1115;26000;23300;399
3035;1932;ON;Beterraba Sacarina;0.69;25800;322000;12500;2218
3036;1932;ON;Feno domestico;0.81;4020;6055000;1506000;49313
3037;1932;ON;Trigo, tudo;18;1805;464200;257500;8335
3038;1932;ON;Trigo, primavera;18;1340;54200;40500;955
3039;1932;ON;Trigo, inverno restante;18;1890;410000;0;7380
3040;1932;PP;Cevada;8;1075;1374000;1277000;11601
3041;1932;PP;Milho para silagem;0.41;9280;90000;9700;365
3042;1932;PP;Linhaca;24;365;67100;183000;1599
3043;1932;PP;Graos mistos;7;1165;29700;25500;211
3044;1932;PP;Aveia;9;1095;3789000;3453000;32313
3045;1932;PP;Ervilhas;23;875;1050;1200;24
3046;1932;PP;Centeiro, todos;9;645;184500;285200;1784
3047;1932;PP;Beterraba Sacarina;0.64;24400;136700;5600;879
3048;1932;PP;Feno domestico;0.67;3550;1313000;370000;8814
3049;1932;PP;Trigo, tudo;13;1080;11511000;10682000;144333
3050;1932;PEI;Cevada;19;1375;2200;1600;42
3051;1932;PEI;Trigo sarraceno;26;1475;1550;1050;40
3052;1932;PEI;Milho para silagem;0.35;2000;2000;100;7
3053;1932;PEI;Graos mistos;17;1750;16800;9600;279
3054;1932;PEI;Aveia;18;1295;78400;60500;1423
3055;1932;PEI;Feno domestico;0.83;3130;288000;92000;2378
3056;1932;PEI;Trigo, tudo;27;1245;11750;9450;323
3057;1932;QU;Cevada;24;1380;64000;46300;1557
3058;1932;QU;Feijao;56;1110;1000;900;56
3059;1932;QU;Trigo sarraceno;22;1285;60850;47300;1341
3060;1932;QU;Milho para grao;0;0;0;0;0
3061;1932;QU;Milho para silagem;0.29;21890;451000;20600;1325
3062;1932;QU;Linhaca;71;635;350;550;25
3063;1932;QU;Graos mistos;23;1530;61400;40100;1384
3064;1932;QU;Aveia;23;1120;786900;702300;18369
3065;1932;QU;Ervilhas;53;1115;8700;7800;458
3066;1932;QU;Centeiro, todos;27;1000;2500;2500;67
3067;1932;QU;Feno domestico;0.78;3150;4418000;1404000;34628
3068;1932;QU;Trigo, tudo;27;1235;25900;21000;695
3069;1932;SK;Cevada;9;945;509000;538000;4446
3070;1932;SK;Feijao;20;1000;50;50;1
3071;1932;SK;Milho para silagem;0.43;560;14000;2500;60
3072;1932;SK;Linhaca;24;365;55900;154000;1320
3073;1932;SK;Graos mistos;5;845;7100;8400;38
3074;1932;SK;Aveia;8;940;1656000;1766000;13962
3075;1932;SK;Ervilhas;20;750;150;200;3
3076;1932;SK;Centeiro, todos;9;675;131600;195000;1246
3077;1932;SK;Centeio, restante do outono;9;665;109000;0;1032
3078;1932;SK;Centeio, primavera;9;730;22600;31000;214
3079;1932;SK;Feno domestico;0.64;3670;220000;60000;1401
3080;1932;SK;Trigo, tudo;13;915;5757000;6290000;74043
3081;1933;AB;Cevada;10;1090;278000;255000;2812
3082;1933;AB;Feijao;52;835;250;300;13
3083;1933;AB;Milho para silagem;0.51;6000;12000;2000;61
3084;1933;AB;Linhaca;46;275;1100;4000;51
3085;1933;AB;Graos mistos;10;1130;9500;8400;97
3086;1933;AB;Aveia;12;965;1118000;1161000;13050
3087;1933;AB;Ervilhas;40;1000;200;200;8
3088;1933;AB;Centeiro, todos;12;285;19500;68000;236
3089;1933;AB;Centeio, restante do outono;12;355;16000;0;196
3090;1933;AB;Centeio, primavera;11;150;3500;23000;40
3091;1933;AB;Beterraba Sacarina;0.7;22300;124700;5600;878
3092;1933;AB;Feno domestico;0.73;3260;456000;140000;3338
3093;1933;AB;Trigo, tudo;17;870;2785000;3196000;46050
3094;1933;BC;Cevada;23;1635;6700;4100;157
3095;1933;BC;Feijao;44;1835;550;300;24
3096;1933;BC;Milho para silagem;0.55;25000;50000;2000;275
3097;1933;BC;Linhaca;40;665;100;150;4
3098;1933;BC;Graos mistos;22;1855;2600;1400;58
3099;1933;BC;Aveia;26;1790;69500;38800;1803
3100;1933;BC;Ervilhas;44;1855;2600;1400;115
3101;1933;BC;Centeiro, todos;24;1175;2000;1700;47
3102;1933;BC;Feno domestico;1.43;4780;373000;78000;5341
3103;1933;BC;Trigo, tudo;25;1485;35800;24100;896
3104;1933;CA;Cevada;14;930;1378950;1480400;18954
3105;1933;CA;Feijao;36;1010;24200;23950;878
3106;1933;CA;Trigo sarraceno;23;1145;184700;161300;4233
3107;1933;CA;Milho para grao;23;2325;128000;55000;2982
3108;1933;CA;Milho para silagem;0.36;18460;2834000;153500;10239
3109;1933;CA;Linhaca;47;165;16050;98150;756
3110;1933;CA;Graos mistos;20;1425;673750;472300;13336
3111;1933;CA;Aveia;17;865;4741700;5475000;79818
3112;1933;CA;Ervilhas;37;1095;37450;34200;1371
3113;1933;CA;Centeiro, todos;15;455;106700;235300;1603
3114;1933;CA;Centeio, restante do outono;16;495;89300;0;1395
3115;1933;CA;Centeio, primavera;12;315;17400;55600;208
3116;1933;CA;Beterraba Sacarina;0.69;22700;401300;17700;2784
3117;1933;CA;Feno domestico;0.97;3060;11879000;3880000;115585
3118;1933;CA;Trigo, tudo;18;730;7672150;10517300;136958
3119;1933;MA;Cevada;12;775;368000;475000;4563
3120;1933;MA;Trigo sarraceno;24;720;2300;3200;56
3121;1933;MA;Milho para silagem;0.47;8770;107000;12200;502
3122;1933;MA;Linhaca;46;350;2800;8000;129
3123;1933;MA;Graos mistos;12;860;11100;12900;136
